node,ARBid,old.pa.node,old.ARBname,Genbank.ID,clade,RDP.taxonomy,Kingdom,Phylum,Order,Family,Genus,Species,Strain
0,UncM5907,1716,UncM9980,EU650264,Thermoplasmata,"Archaea;""Euryarchaeota"";Thermoplasmata;unclassified_Thermoplasmata;",Archaea,Euryarchaeota,Thermoplasmata,unclassified_Thermoplasmata,,,
1,Unc028bj,1695,Unc04iu2,AF356633,Archaea,"Archaea;""Euryarchaeota"";Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;",Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,
2,Unc01raf,1736,Unc03ul8,FJ640802,Archaea,Archaea;unclassified_Archaea;,Archaea,unclassified_Archaea,,,,,
3,Unc0289v,1694,Unc04j2n,EF586031,Bacteria,"Bacteria;""Thermotogae"";Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;",Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,
4,OlnTmbo7,1600,OlsUmbo5,AJ251324,Bacteria,"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;Olsenella;",Bacteria,"""Actinobacteria""",Actinobacteria,Coriobacteridae,Coriobacteriales,"""Coriobacterineae""",Coriobacteriaceae;Olsenella;
1658,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1659,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1660,Unc13034,188,UncB3888,FJ905726,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1661,Unc52278,187,Unc42714,JF747695,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1662,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1663,Unc28929,190,Unc18198,JQ347481,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1664,UncD1772,192,UncD2537,FJ024327,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1665,Unc83969,191,Unc037jq,EU491257,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1666,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1667,Unc52342,195,Unc42257,JF747657,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1668,UncDe890,194,UncDee96,AM997291,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1669,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1670,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1671,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1672,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1673,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1674,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1675,Unc35690,289,Unc029zj,GU145404,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1676,Unc42370,305,Unc02ip1,EU048624,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1677,UncD2198,304,UncD1861,JN886850,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1678,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1679,UncDelt5,301,UncDe101,AB015242,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1680,Unc00foi,302,Unc03856,EU491889,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1681,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1682,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1683,UncD2199,312,UncD1860,JN886862,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1684,UncBa146,309,UncB6030,AB015549,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1685,UncD1023,310,UncD2350,EU373913,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1686,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1687,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1688,Unc58757,298,Unc53357,HM186820,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1689,Unc52338,295,Unc42437,JF747622,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1690,UncD2532,293,UncD1856,JN860369,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1691,Unc66414,290,Unc52799,HM186000,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1692,Unc01rdt,291,Unc00n81,JN615790,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1693,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1694,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1695,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1696,UncD1236,297,UncD2366,EU373914,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1697,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1698,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1699,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1700,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1701,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1702,Unc37816,255,Unc02j1b,EU101262,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1703,Unc28883,245,Unc21779,HE663396,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1704,Unc30737,246,Unc21756,HE663397,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1705,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1706,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1707,UncD2101,250,UncD1762,JN596609,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1708,Unc023j8,252,Unc00x47,JQ062634,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1709,Unc56490,251,Unc02mc1,EU236295,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1710,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1711,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1712,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1713,Unc01fl7,244,Unc03ge2,FJ202355,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1714,Unc43769,259,Unc015s4,HQ393417,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1715,Unc01wz5,258,Unc001dl,JX391561,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1716,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1717,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1718,Unc01j5j,261,Unc85490,GQ351237,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1719,UncDe412,262,UncD2232,EU050850,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1720,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1721,Unc72308,276,Unc034ru,GU553705,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1722,Unc98911,280,Unc03rfa,EU491316,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1723,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1724,Unc01usi,278,Unc00h1a,JN514692,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1725,Unc69448,277,Unc0050z,DQ415865,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1726,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1727,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1728,Unc83965,273,Unc031jl,EU491181,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1729,Unc01n4f,270,Unc00i8y,JN523137,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1730,Unc00lc3,265,Unc035cx,GU583984,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1731,Unc00ast,266,Unc03966,GU583974,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1732,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1733,Unc01mht,268,UncO9988,JN516034,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1734,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1735,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1736,Unc026nb,272,Unc00vve,JN977283,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1737,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1738,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1739,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1740,UncDe553,264,UncDe385,AJ240985,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1741,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1742,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1743,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1744,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1745,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
1746,Intnode,,,,,,Bacteria,Proteobacteria,,,,,
1747,UncM5913,944,EU010232.1,EU010232,Bacteria,"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,
1748,NCQTAXON,945,CAMNT_0031,CAMNT_0031605133,Bacteria,Bacteria; Mitocondrial;,Bacteria, Mitocondrial,,,,,
1749,RckProw2,946,RckPro10,M21789,Rickettsiales,"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;",Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
1750,Intnode,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1751,UncM6024,948,UncM3775,DQ009261,Alphaproteobacteria,"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodospiralles;AEGEAN-169 marine group",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospiralles,,,
1752,UncM5889,950,Unc04izs,DQ009258,Alphaproteobacteria,"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodospiralles;AEGEAN-169 marine group",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospiralles,,,
1753,UncM2512,949,UncM3839,DQ009453,Alphaproteobacteria,"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodospiralles;AEGEAN-169 marine group",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospiralles,,,
1754,Intnode,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1755,Intnode,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1756,UncM5863,953,Unc04iwm,DQ009255,Clade IV,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1757,UncBa733,1006,UncB6931,AB193883,Clade I,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1758,UncM5998,1044,UncM3834,DQ009253,Clade Ib,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1759,Unc028db,1045,UncA6193,AY033312,Clade Ib,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1760,Unc028eq,1046,Unc0248g,EF572955,Clade Ib,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1761,Intnode,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,,,
1762,Intnode,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,,,
1763,UncM5884,1049,Unc04iz4,EU010144,Clade I,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1764,Intnode,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,,,
1765,UncM6035,1007,UncM5942,EU010172,Clade Ia,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1766,Unc028d2,1012,UncA6192,AY033306,Clade Ia,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
1767,Unc0285z,1028,Unc04ixq,EF572153,Clade Ia,"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus Pelagibacter,,
